EmployeeID,FirstName,LastName,Department,Designation,JoiningDate,Salary,Age,YearsOfExperience,Performance_Rating,Project_Count
1652,Pooja,Rao,HR,Software Engineer,4/5/2019,2380563,45,14,4.62,8
1653,Nikhil,Nair,Operations,Manager,4/27/2023,2268972,27,0,4.88,3
1654,Priya,Kumar,HR,Data Analyst,1/19/2023,583816,48,26,4.97,12
1655,Rohan,Desai,HR,Senior Manager,3/29/2017,2140820,39,24,4.16,13
1656,Pooja,Kumar,Engineering,Senior Manager,4/5/2017,821393,45,26,3.65,13
1657,Priya,Rao,Engineering,Data Analyst,3/3/2023,1349230,58,10,2.38,7
1658,Vikram,Singh,Marketing,Software Engineer,4/18/2024,425851,45,16,1.69,2
1659,Vikram,Reddy,HR,Manager,12/15/2015,966978,59,4,1.32,3
1660,Ananya,Rao,Finance,Manager,7/1/2019,1094878,55,6,3.77,13
1661,Amit,Verma,Sales,Senior Manager,5/16/2018,2353262,36,18,4.14,12
1662,Divya,Rao,Marketing,Manager,9/14/2023,2237135,32,24,4.31,2
1663,Rajesh,Kumar,Engineering,Executive,11/1/2015,526179,43,23,4.66,5
1664,Ananya,Patel,Operations,Data Analyst,2/9/2017,1174506,45,28,4.52,7
1665,Sneha,Gupta,Marketing,Software Engineer,7/9/2022,2372171,22,14,5,11
1666,Rajesh,Patel,Marketing,Executive,7/7/2015,2065401,39,2,1.98,10
1667,Arjun,Kumar,Marketing,Data Analyst,12/3/2019,1566084,33,14,4.05,11
1668,Nikhil,Gupta,Marketing,Associate,6/2/2019,1991286,49,4,3.35,11
1669,Sneha,Verma,Sales,Senior Manager,5/5/2018,650036,28,22,2.04,11
1670,Sneha,Reddy,Operations,Manager,12/11/2018,2436300,44,11,4.93,10
1671,Ananya,Nair,Operations,Associate,4/18/2020,2217936,42,29,4.59,13
1672,Kavya,Kumar,Operations,Manager,8/11/2016,1500346,55,19,1.51,14
1673,Amit,Desai,HR,Executive,9/18/2020,785287,32,4,1.1,1
1674,Kavya,Kumar,Finance,Software Engineer,1/18/2023,2319990,43,2,3.75,13
1675,Ananya,Kumar,Operations,Software Engineer,8/6/2022,2060399,56,8,3.42,10
1676,Arjun,Gupta,Marketing,Software Engineer,7/15/2016,595901,50,25,4.74,9
1677,Rohan,Sharma,Marketing,Manager,6/28/2016,2475164,49,8,1.94,1
1678,Pooja,Rao,Operations,Associate,9/5/2017,2241758,39,6,1.34,1
1679,Pooja,Sharma,Operations,Software Engineer,8/10/2018,2453268,35,25,2.04,14
1680,Amit,Verma,Marketing,Associate,1/30/2019,1380728,39,1,1.08,12
1681,Arjun,Desai,HR,Manager,10/16/2021,1575481,49,22,1.14,10
1682,Amit,Reddy,Engineering,Executive,7/26/2015,1369412,45,22,4.66,8
1683,Priya,Singh,Engineering,Associate,5/7/2015,521439,29,26,2.41,6
1684,Kavya,Verma,Operations,Executive,12/1/2018,2332623,29,20,2.64,6
1685,Pooja,Singh,Sales,Manager,12/19/2021,1535296,25,15,1.07,12
1686,Sneha,Singh,Operations,Manager,12/7/2016,2372072,48,8,2.08,9
1687,Kavya,Reddy,Operations,Senior Manager,5/30/2021,1490411,57,12,4.22,4
1688,Divya,Patel,Engineering,Manager,8/6/2017,917397,26,27,3.46,8
1689,Nikhil,Sharma,Marketing,Manager,11/9/2023,1491605,54,26,4.02,4
1690,Arjun,Kumar,Operations,Data Analyst,12/14/2023,697595,55,18,2.79,14
1691,Rajesh,Nair,Marketing,Software Engineer,12/21/2017,2294039,51,19,2.24,2
1692,Amit,Singh,Marketing,Senior Manager,4/19/2017,2031041,29,16,2.93,11
1693,Kavya,Desai,Sales,Senior Manager,2/10/2019,2052289,47,5,2.29,8
1694,Nikhil,Verma,Marketing,Senior Manager,5/27/2017,2218796,58,3,4.36,12
1695,Kavya,Patel,Engineering,Data Analyst,9/20/2021,826925,55,0,2.19,7
1696,Rajesh,Singh,HR,Executive,4/4/2023,1056547,28,17,3.64,4
1697,Nikhil,Patel,HR,Manager,9/22/2021,906752,49,18,1.55,9
1698,Divya,Patel,Finance,Software Engineer,3/28/2023,1639462,49,8,3.75,9
1699,Rajesh,Singh,Operations,Associate,12/20/2018,2223378,35,12,4.65,8
1700,Ananya,Gupta,Engineering,Executive,7/24/2016,1264266,59,7,3.43,14
1701,Vikram,Rao,Marketing,Manager,5/17/2022,929112,25,22,3.24,1
1702,Ananya,Desai,HR,Data Analyst,8/8/2018,1316462,39,12,4.84,7
1703,Pooja,Kumar,Engineering,Manager,9/16/2021,1437317,46,14,3.51,5
1704,Kavya,Kumar,HR,Manager,9/14/2017,1665764,28,10,2.04,7
1705,Vikram,Desai,Marketing,Data Analyst,10/24/2015,2466354,59,11,2.17,12
1706,Ananya,Gupta,HR,Senior Manager,12/1/2024,599189,49,13,3.82,9
1707,Vikram,Kumar,Operations,Senior Manager,7/24/2016,1859049,26,3,3.94,2
1708,Rohan,Patel,Operations,Software Engineer,11/16/2024,2242517,24,0,2.21,13
1709,Kavya,Reddy,Finance,Software Engineer,10/7/2024,1155953,52,23,2.38,14
1710,Vikram,Verma,Finance,Senior Manager,12/7/2022,804655,41,3,4.96,11
1711,Sneha,Sharma,HR,Executive,8/3/2021,536824,40,18,1.41,4
1712,Amit,Kumar,Engineering,Associate,10/9/2020,1367979,32,8,2.62,4
1713,Amit,Desai,Operations,Manager,8/28/2023,653699,24,9,1.25,2
1714,Sneha,Reddy,Engineering,Associate,11/22/2017,1988124,44,3,4.28,3
1715,Nikhil,Singh,Engineering,Manager,9/4/2019,2106242,28,19,1.37,11
1716,Priya,Rao,HR,Senior Manager,3/10/2021,393246,44,29,3.7,14
1717,Nikhil,Desai,Engineering,Software Engineer,2/9/2019,1444440,28,8,1.23,14
1718,Rajesh,Patel,Operations,Executive,4/10/2019,508886,55,12,3.69,13
1719,Rajesh,Rao,Marketing,Software Engineer,4/20/2018,1729608,40,11,4.37,8
1720,Vikram,Verma,Finance,Associate,8/21/2020,1514413,30,10,2.6,12
1721,Ananya,Verma,Marketing,Software Engineer,7/2/2023,1160931,39,11,3.09,9
1722,Ananya,Gupta,Engineering,Senior Manager,1/5/2017,1320332,46,29,2.61,6
1723,Amit,Nair,Marketing,Executive,5/3/2024,1832337,35,17,2.2,10
1724,Arjun,Gupta,Operations,Associate,11/20/2021,1083566,46,29,4.21,2
1725,Nikhil,Reddy,Operations,Executive,3/24/2023,2367791,40,11,2.09,2
1726,Rohan,Rao,Engineering,Manager,7/23/2020,835620,36,15,3.89,7
1727,Kavya,Nair,HR,Software Engineer,10/16/2022,1079105,37,4,1.82,8
1728,Pooja,Singh,Marketing,Executive,3/1/2015,1216992,48,19,2,8
1729,Divya,Patel,HR,Data Analyst,3/7/2023,520326,31,24,2.35,14
1730,Ananya,Rao,HR,Software Engineer,5/27/2015,1610425,25,11,3.36,6
1731,Kavya,Gupta,Sales,Manager,11/23/2023,619248,40,20,2.82,10
1732,Divya,Sharma,Engineering,Executive,11/29/2024,1746743,49,24,3.98,8
1733,Kavya,Nair,Finance,Associate,12/9/2017,1586050,42,10,1.85,14
1734,Vikram,Nair,Operations,Manager,2/6/2017,590477,35,8,1.04,1
1735,Divya,Patel,Operations,Data Analyst,8/25/2022,1200853,54,29,4.11,9
1736,Pooja,Kumar,Engineering,Executive,7/12/2017,1913734,31,17,4.29,13
1737,Kavya,Verma,Finance,Senior Manager,8/26/2023,553017,40,29,1.24,12
1738,Sneha,Verma,Operations,Software Engineer,1/11/2016,951824,51,24,3.44,1
1739,Pooja,Sharma,Engineering,Associate,4/4/2016,633245,43,2,2.51,13
1740,Divya,Reddy,Operations,Senior Manager,10/13/2024,1972341,24,19,4.18,3
1741,Pooja,Reddy,HR,Executive,9/25/2021,1736803,58,16,4.5,12
1742,Kavya,Singh,Marketing,Executive,6/19/2023,674842,39,13,4.4,9
1743,Priya,Rao,Marketing,Manager,3/29/2018,1742627,32,0,4.11,11
1744,Kavya,Desai,Operations,Executive,10/5/2021,1950224,23,16,2.08,5
1745,Kavya,Kumar,Sales,Associate,12/8/2020,1648055,33,24,4.25,9
1746,Vikram,Gupta,Finance,Senior Manager,1/10/2021,1155783,27,26,3.13,9
1747,Nikhil,Desai,Finance,Associate,10/27/2021,1201366,50,7,1.21,6
1748,Sneha,Desai,Finance,Data Analyst,10/1/2020,1652670,51,4,2.83,11
1749,Rohan,Nair,HR,Data Analyst,4/16/2019,884942,23,4,4.77,1
1750,Ananya,Sharma,Finance,Software Engineer,10/4/2017,669566,30,8,4.55,10
1751,Rajesh,Verma,Marketing,Software Engineer,9/6/2022,1720654,23,2,1.41,7
1752,Nikhil,Singh,HR,Data Analyst,4/5/2017,1023503,50,18,3.98,14
1753,Rajesh,Reddy,Engineering,Executive,12/2/2021,1975190,54,22,4.22,6
1754,Vikram,Sharma,Finance,Associate,5/1/2017,648848,31,8,2.09,9
1755,Sneha,Nair,Finance,Data Analyst,4/1/2021,2297179,55,21,2.89,7
1756,Kavya,Gupta,Engineering,Software Engineer,6/19/2022,1781177,29,29,3.84,14
1757,Amit,Singh,Finance,Data Analyst,3/9/2017,466991,58,17,2.76,12
1758,Ananya,Nair,Engineering,Executive,8/7/2015,396952,54,15,1.45,11
1759,Priya,Verma,HR,Data Analyst,4/23/2016,765806,27,0,3.82,12
1760,Amit,Verma,Marketing,Associate,1/20/2021,1176058,40,1,4.65,13
1761,Vikram,Verma,Engineering,Senior Manager,6/28/2023,2019759,53,13,3.61,4
1762,Nikhil,Sharma,Sales,Executive,6/14/2015,2443167,48,13,4.1,7
1763,Priya,Sharma,Engineering,Software Engineer,5/3/2022,402877,22,0,2.43,2
1764,Pooja,Reddy,Finance,Associate,5/30/2018,1626059,54,25,1.73,6
1765,Divya,Reddy,HR,Data Analyst,10/13/2019,693922,53,25,3.57,6
1766,Priya,Gupta,Operations,Data Analyst,4/13/2024,1224501,26,24,2.31,2
1767,Rohan,Singh,HR,Senior Manager,4/26/2018,1845329,38,15,4.44,14
1768,Vikram,Patel,Operations,Software Engineer,8/26/2019,691670,29,14,1.49,4
1769,Arjun,Patel,Engineering,Software Engineer,2/19/2015,731739,55,25,2.73,8
1770,Divya,Nair,Marketing,Manager,10/25/2015,1994512,30,14,2.59,8
1771,Rajesh,Verma,Sales,Software Engineer,8/1/2017,911796,44,11,4.75,13
1772,Ananya,Singh,HR,Senior Manager,4/12/2015,1039127,56,15,1.61,8
1773,Rajesh,Desai,Finance,Manager,4/23/2021,1650339,28,13,1.04,8
1774,Priya,Sharma,Operations,Manager,4/6/2019,340633,36,28,1.95,1
1775,Rajesh,Rao,Finance,Data Analyst,6/23/2020,1557302,41,23,4.28,2
1776,Rohan,Kumar,Marketing,Data Analyst,9/29/2016,1351893,46,14,1.84,12
1777,Vikram,Gupta,Operations,Software Engineer,12/16/2017,607124,24,22,1.96,4
1778,Pooja,Verma,HR,Manager,8/19/2021,2178166,45,14,1.52,12
1779,Nikhil,Verma,Engineering,Data Analyst,8/24/2024,1011323,55,18,3.86,9
1780,Ananya,Verma,Finance,Senior Manager,7/4/2015,1716084,43,7,1.28,3
1781,Rohan,Sharma,Marketing,Data Analyst,11/24/2023,2172204,32,1,2.32,14
1782,Rohan,Sharma,HR,Executive,10/6/2020,2200946,29,1,2.13,6
1783,Rajesh,Kumar,HR,Executive,8/20/2020,1226109,56,26,3.22,7
1784,Rajesh,Desai,HR,Data Analyst,1/1/2020,1560945,59,9,3.92,8
1785,Priya,Singh,HR,Manager,9/11/2015,1008669,29,2,3.13,13
1786,Nikhil,Verma,Operations,Manager,11/25/2015,2424195,58,22,4.72,7
1787,Amit,Patel,HR,Associate,1/2/2021,333635,48,16,4.81,3
1788,Rajesh,Reddy,Finance,Executive,5/29/2018,1306891,49,7,2.45,6
1789,Vikram,Patel,Marketing,Senior Manager,3/2/2024,1027467,55,27,4.11,5
1790,Arjun,Nair,Operations,Manager,1/24/2019,755796,53,22,3.96,13
1791,Ananya,Patel,HR,Software Engineer,6/6/2016,2323969,36,3,4.57,12
1792,Kavya,Nair,Sales,Executive,2/21/2022,1297057,38,13,2.79,10
1793,Rajesh,Rao,Sales,Senior Manager,12/6/2017,1387812,54,20,3.12,4
1794,Vikram,Reddy,Marketing,Senior Manager,4/1/2020,1614870,37,9,2.66,1
1795,Vikram,Patel,Engineering,Manager,12/22/2021,854280,50,28,4.4,14
1796,Ananya,Rao,Engineering,Senior Manager,12/30/2023,2245548,30,0,1.92,13
1797,Amit,Gupta,Operations,Manager,12/1/2022,475993,54,3,1.96,7
1798,Vikram,Singh,Operations,Data Analyst,10/4/2021,1994089,50,0,2.49,8
1799,Arjun,Rao,Operations,Executive,10/16/2021,1684410,34,16,1.92,2
1800,Vikram,Singh,Engineering,Associate,6/14/2024,1644955,42,25,3.24,7
1801,Vikram,Patel,Sales,Data Analyst,12/15/2017,1891986,42,16,1.54,6
1802,Vikram,Desai,Engineering,Executive,1/5/2015,586100,26,6,2.28,5
1803,Pooja,Rao,Finance,Manager,9/19/2017,363879,31,22,4.65,13
1804,Pooja,Reddy,HR,Executive,3/6/2017,2348880,27,19,2.64,4
1805,Amit,Patel,Operations,Manager,8/12/2021,1024045,34,14,3.99,2
1806,Rajesh,Verma,Sales,Data Analyst,5/2/2021,1345533,22,12,1.45,10
1807,Vikram,Sharma,Marketing,Software Engineer,12/6/2020,1585844,41,27,1.99,6
1808,Nikhil,Rao,Marketing,Software Engineer,3/1/2015,779280,29,1,4.23,5
1809,Rajesh,Reddy,HR,Executive,4/14/2022,1856232,31,27,4.05,2
1810,Amit,Gupta,Sales,Software Engineer,3/26/2018,1087600,30,18,2.54,10
1811,Sneha,Verma,Engineering,Manager,8/24/2021,607268,24,23,4.82,7
1812,Rajesh,Gupta,Engineering,Senior Manager,7/24/2020,1663517,32,12,4.64,6
1813,Rajesh,Patel,Finance,Manager,6/4/2018,1785619,33,23,4.85,12
1814,Divya,Sharma,Finance,Senior Manager,5/6/2016,2138524,31,10,2.71,11
1815,Priya,Rao,Engineering,Data Analyst,12/11/2015,1499399,46,26,1.79,9
1816,Kavya,Rao,Marketing,Associate,4/24/2023,422026,46,21,3.51,11
1817,Divya,Desai,Operations,Senior Manager,3/6/2024,1227890,32,14,3.74,10
1818,Arjun,Desai,Marketing,Software Engineer,6/29/2021,1581507,57,9,1.5,5
1819,Pooja,Patel,Finance,Manager,1/13/2016,2068753,47,8,4.15,9
1820,Pooja,Patel,HR,Data Analyst,1/7/2019,1035053,35,26,1.07,9
1821,Priya,Sharma,Engineering,Software Engineer,4/14/2022,862167,22,27,2.93,13
1822,Ananya,Desai,Finance,Data Analyst,10/17/2022,611741,25,8,2.32,1
1823,Ananya,Reddy,Finance,Associate,3/7/2016,1256636,51,19,3.96,5
1824,Amit,Reddy,Operations,Manager,1/1/2015,303626,33,27,2.25,9
1825,Rohan,Sharma,Engineering,Executive,2/12/2022,1958800,56,0,4.31,7
1826,Priya,Reddy,Operations,Manager,7/25/2018,1843971,34,16,3.38,6
1827,Kavya,Nair,Engineering,Associate,7/17/2017,2107737,52,11,4.18,6
1828,Rajesh,Singh,Operations,Manager,2/17/2015,1927008,59,9,4.96,11
1829,Ananya,Sharma,Marketing,Executive,5/26/2020,444454,44,4,3.72,7
1830,Kavya,Sharma,HR,Senior Manager,7/4/2023,736442,25,29,4.94,1
1831,Vikram,Kumar,HR,Data Analyst,7/27/2024,554043,37,28,1.12,4
1832,Rohan,Verma,Engineering,Executive,8/26/2020,943198,28,17,2.35,13
1833,Nikhil,Verma,Sales,Software Engineer,2/21/2020,920343,43,14,1.43,1
1834,Rajesh,Nair,Finance,Associate,11/7/2015,1736909,50,5,2.05,6
1835,Arjun,Desai,Finance,Senior Manager,6/26/2020,1030070,32,6,4.36,14
1836,Vikram,Patel,Engineering,Software Engineer,10/18/2018,2145733,54,16,1.13,13
1837,Vikram,Patel,Operations,Software Engineer,1/25/2021,1906325,50,5,3.08,4
1838,Priya,Gupta,Sales,Associate,11/19/2018,410084,33,7,3.27,1
1839,Rohan,Nair,Marketing,Senior Manager,5/27/2017,1314391,28,11,3.24,9
1840,Amit,Sharma,Operations,Software Engineer,12/13/2015,773006,47,20,2.9,12
1841,Arjun,Nair,Operations,Software Engineer,2/23/2018,1690277,30,13,4.16,4
1842,Ananya,Nair,Engineering,Senior Manager,12/19/2015,2032626,55,11,1.53,12
1843,Kavya,Nair,Engineering,Manager,10/7/2016,373568,34,22,2.24,6
1844,Priya,Verma,Finance,Software Engineer,11/12/2024,1497442,57,9,3.46,13
1845,Ananya,Nair,Engineering,Data Analyst,6/9/2019,1499529,46,21,3.76,7
1846,Priya,Singh,Engineering,Senior Manager,4/25/2020,2090228,45,19,2.62,8
1847,Priya,Patel,Engineering,Software Engineer,9/24/2023,1529351,38,14,4.5,12
1848,Priya,Gupta,Finance,Associate,12/12/2024,1261858,23,6,2.66,13
1849,Rohan,Singh,Marketing,Executive,10/27/2020,2488440,34,25,2.61,11
1850,Amit,Gupta,Marketing,Data Analyst,2/13/2023,771678,52,8,1.14,9
1851,Priya,Kumar,Engineering,Executive,4/8/2018,1729740,50,9,3.2,9
1852,Sneha,Gupta,Finance,Executive,1/20/2018,2122700,49,9,3.83,8
1853,Nikhil,Patel,Marketing,Software Engineer,1/9/2019,314390,48,15,1.46,10
1854,Ananya,Patel,Operations,Data Analyst,9/20/2021,797619,36,28,2.22,11
1855,Rajesh,Nair,Marketing,Data Analyst,10/25/2021,518547,52,6,4.13,12
1856,Divya,Rao,Marketing,Manager,2/24/2018,851595,36,27,2.46,12
1857,Kavya,Kumar,Finance,Executive,5/1/2016,527436,54,29,1.97,14
1858,Arjun,Sharma,Operations,Data Analyst,4/27/2021,2384820,41,4,3.69,3
1859,Pooja,Reddy,Finance,Manager,4/13/2016,1895350,33,22,1.79,12
1860,Amit,Gupta,Engineering,Senior Manager,10/12/2020,1722533,58,2,4.58,2
1861,Rajesh,Rao,HR,Manager,12/5/2021,2085430,30,17,1.42,5
1862,Vikram,Nair,Marketing,Associate,1/1/2022,1318056,44,10,3.83,1
1863,Sneha,Verma,HR,Software Engineer,7/13/2022,1693488,29,14,3,3
1864,Pooja,Sharma,Finance,Senior Manager,9/21/2023,1228252,53,20,4.48,1
1865,Divya,Desai,Finance,Senior Manager,12/30/2019,887073,35,19,1.5,13
1866,Rajesh,Rao,Finance,Associate,4/19/2022,900338,48,4,3.71,3
1867,Pooja,Verma,HR,Manager,3/9/2021,847026,46,23,3.29,13
1868,Rajesh,Kumar,Finance,Software Engineer,11/12/2016,374231,34,11,2.92,4
1869,Kavya,Nair,Engineering,Manager,4/4/2015,2470758,42,3,2.97,7
1870,Sneha,Sharma,Finance,Data Analyst,11/4/2017,1652382,52,14,3.89,12
1871,Divya,Sharma,Sales,Manager,6/6/2019,2150131,58,8,4.75,12
1872,Vikram,Sharma,HR,Senior Manager,3/2/2021,793896,26,6,1.37,5
1873,Priya,Kumar,Sales,Software Engineer,6/30/2023,1380132,34,9,1.08,5
1874,Ananya,Gupta,Finance,Manager,12/17/2016,1607046,49,28,4.22,13
1875,Vikram,Desai,Engineering,Software Engineer,4/3/2016,2025812,46,27,1.43,1
1876,Priya,Kumar,Marketing,Software Engineer,8/17/2024,876250,56,22,4.95,8
1877,Rohan,Reddy,Operations,Data Analyst,1/30/2016,1962918,28,12,3.48,13
1878,Rohan,Desai,Operations,Data Analyst,10/13/2019,817200,59,28,3.6,4
1879,Rohan,Patel,Finance,Senior Manager,11/7/2020,1896963,53,7,1.8,10
1880,Amit,Nair,Engineering,Associate,5/30/2020,1584519,24,11,1.96,5
1881,Nikhil,Kumar,HR,Software Engineer,11/11/2015,1230220,58,21,3.64,2
1882,Arjun,Verma,Sales,Associate,7/28/2015,483683,43,23,4.64,12
1883,Arjun,Desai,Sales,Senior Manager,1/21/2016,1663864,29,18,4.93,13
1884,Rohan,Reddy,Sales,Software Engineer,11/7/2020,832125,38,25,1.79,1
1885,Ananya,Patel,HR,Software Engineer,6/9/2020,1529003,48,25,1.54,9
1886,Divya,Gupta,Operations,Executive,5/3/2017,1526947,54,29,1.23,2
1887,Sneha,Verma,Engineering,Associate,5/16/2021,2260220,38,0,4.47,6
1888,Divya,Desai,HR,Manager,3/13/2023,1072291,33,15,2.18,1
1889,Sneha,Nair,Sales,Data Analyst,6/1/2015,1333879,48,21,1.01,1
1890,Divya,Verma,Finance,Manager,12/24/2019,2448164,29,16,1.9,9
1891,Nikhil,Patel,Marketing,Associate,11/20/2021,518168,44,24,2.36,4
1892,Amit,Verma,HR,Data Analyst,7/9/2017,448178,50,29,4.96,9
1893,Amit,Singh,HR,Manager,1/28/2018,358123,41,17,3.09,11
1894,Rohan,Rao,Engineering,Executive,2/17/2021,1517309,37,10,1.82,5
1895,Priya,Gupta,Engineering,Data Analyst,12/22/2023,1238624,38,17,2.34,7
1896,Pooja,Patel,HR,Software Engineer,2/4/2023,1499438,37,6,2.32,1
1897,Amit,Verma,Sales,Manager,10/29/2020,1015003,40,17,1.08,6
1898,Amit,Rao,Marketing,Data Analyst,4/19/2022,1966312,29,25,1.54,8
1899,Vikram,Rao,Engineering,Executive,8/24/2018,998267,59,7,3.78,14
1900,Vikram,Verma,Sales,Data Analyst,5/28/2021,596956,59,5,1.48,1
1901,Priya,Nair,Finance,Data Analyst,8/29/2019,1136002,50,29,1.92,9
1902,Kavya,Singh,Engineering,Executive,11/24/2016,1661621,57,6,2.4,3
1903,Pooja,Kumar,Sales,Manager,1/5/2022,1470642,47,22,4.03,1
1904,Ananya,Singh,Sales,Senior Manager,7/24/2020,690508,52,21,3.33,1
1905,Vikram,Verma,Marketing,Manager,8/1/2018,2054187,33,9,3.76,13
1906,Ananya,Gupta,Marketing,Associate,2/9/2024,2069107,38,10,3.27,14
1907,Rajesh,Kumar,Finance,Executive,3/18/2015,336160,36,24,3.73,11
1908,Vikram,Patel,Sales,Manager,2/26/2018,319156,30,12,1.01,6
1909,Nikhil,Singh,Operations,Data Analyst,7/27/2015,759822,33,8,4.72,11
1910,Kavya,Verma,Sales,Executive,8/29/2022,1579802,53,6,1.44,6
1911,Pooja,Singh,Marketing,Software Engineer,1/6/2022,2114630,46,8,2.62,1
1912,Priya,Kumar,Operations,Manager,4/24/2018,1810267,39,12,4.08,14
1913,Rajesh,Reddy,Engineering,Executive,10/2/2021,1019701,36,25,2.74,14
1914,Pooja,Desai,Engineering,Manager,12/16/2018,1181809,53,2,4.79,3
1915,Rohan,Singh,HR,Executive,7/23/2022,605007,27,2,2.87,7
1916,Nikhil,Patel,Marketing,Data Analyst,7/16/2019,1037197,56,0,4.5,10
1917,Pooja,Patel,HR,Software Engineer,2/13/2019,2462591,55,20,4.24,3
1918,Nikhil,Sharma,Operations,Software Engineer,5/4/2024,945649,59,19,4.92,3
1919,Nikhil,Singh,Marketing,Associate,7/4/2017,512986,26,1,4.71,3
1920,Ananya,Desai,Finance,Executive,3/15/2016,2231184,39,24,4.59,12
1921,Divya,Nair,Sales,Manager,11/3/2020,329777,37,2,3.93,7
1922,Rohan,Rao,Finance,Software Engineer,9/8/2024,720661,29,14,2.47,4
1923,Rajesh,Desai,Operations,Software Engineer,10/11/2018,498110,46,23,1.42,4
1924,Pooja,Rao,Marketing,Senior Manager,8/15/2015,1333981,53,5,3.75,3
1925,Sneha,Rao,Operations,Senior Manager,5/23/2018,714627,47,29,4.91,10
1926,Rajesh,Reddy,Sales,Software Engineer,1/21/2020,990568,43,12,3.91,11
1927,Divya,Sharma,Engineering,Executive,8/14/2016,1994408,52,20,4.71,9
1928,Rajesh,Desai,Engineering,Associate,7/30/2021,2011303,31,0,4.22,2
1929,Amit,Desai,Operations,Software Engineer,12/20/2024,859650,33,19,1.65,4
1930,Sneha,Reddy,HR,Data Analyst,7/7/2019,1517933,49,18,2,8
1931,Divya,Singh,Marketing,Manager,7/18/2018,1999547,27,0,2.37,6
1932,Ananya,Singh,Marketing,Associate,1/2/2019,505827,41,27,1.67,14
1933,Pooja,Singh,Engineering,Data Analyst,2/25/2016,642424,26,20,3.33,7
1934,Kavya,Gupta,Finance,Associate,10/29/2023,1761659,44,21,4.9,13
1935,Arjun,Rao,Sales,Data Analyst,2/23/2019,2350241,30,1,4.05,7
1936,Divya,Gupta,Finance,Manager,11/14/2018,1040045,50,14,2.69,2
1937,Priya,Sharma,Finance,Manager,8/4/2021,1456245,37,13,1.02,4
1938,Pooja,Reddy,Operations,Senior Manager,6/2/2019,1032318,43,18,2.25,10
1939,Rohan,Desai,Engineering,Executive,6/24/2021,458998,29,10,3.11,10
1940,Divya,Rao,Engineering,Data Analyst,8/13/2015,1976079,41,29,2.3,6
1941,Amit,Gupta,Engineering,Senior Manager,2/18/2023,922995,35,14,1.44,3
1942,Arjun,Gupta,Operations,Data Analyst,5/25/2024,2303011,58,5,2.77,9
1943,Amit,Verma,HR,Senior Manager,6/25/2021,2290094,55,19,2.01,13
1944,Arjun,Gupta,Finance,Manager,7/16/2024,1576120,32,8,4.64,4
1945,Rohan,Nair,Operations,Associate,7/6/2016,1276006,54,4,1.41,10
1946,Kavya,Desai,Marketing,Senior Manager,10/9/2019,1174168,52,19,1.2,13
1947,Priya,Nair,Sales,Data Analyst,1/5/2021,567614,55,1,1.02,2
1948,Pooja,Desai,HR,Data Analyst,10/24/2020,1494601,28,5,2.31,6
1949,Ananya,Reddy,Marketing,Executive,1/5/2019,2108516,44,25,3.64,1
1950,Amit,Desai,Finance,Manager,5/19/2018,1256011,28,17,3.92,6
1951,Amit,Nair,Engineering,Data Analyst,4/7/2016,1092955,46,27,2.81,13
1952,Nikhil,Desai,Finance,Software Engineer,11/30/2018,1566571,24,28,3.74,12
1953,Arjun,Reddy,Operations,Associate,8/16/2016,2061126,59,22,2.44,10
1954,Vikram,Reddy,Sales,Senior Manager,5/4/2022,593313,41,18,3.67,1
1955,Kavya,Sharma,Operations,Executive,2/1/2017,1918505,55,8,1.16,14
1956,Pooja,Desai,HR,Associate,8/2/2015,454062,51,26,2.56,8
1957,Arjun,Verma,HR,Manager,7/9/2020,1902525,38,20,4.16,5
1958,Nikhil,Singh,Sales,Executive,12/12/2020,2017355,31,23,4.21,6
1959,Rajesh,Patel,Marketing,Senior Manager,9/18/2023,1154032,56,26,3.86,2
1960,Arjun,Reddy,Marketing,Senior Manager,10/6/2020,1976483,41,5,1.82,2
1961,Ananya,Kumar,HR,Software Engineer,6/15/2018,1006014,39,13,1.99,12
1962,Pooja,Singh,HR,Manager,1/9/2023,1747922,48,27,4.98,9
1963,Kavya,Rao,Engineering,Executive,5/26/2020,433114,57,25,1.41,3
1964,Nikhil,Desai,Marketing,Executive,10/17/2015,791638,44,23,1.72,6
1965,Rajesh,Nair,Sales,Data Analyst,8/27/2020,2187717,53,28,1.52,10
1966,Sneha,Patel,Marketing,Software Engineer,1/28/2024,984076,31,12,2.31,5
1967,Nikhil,Kumar,Engineering,Software Engineer,12/17/2018,1688857,32,10,1.84,14
1968,Sneha,Singh,Operations,Executive,12/17/2017,439133,59,11,2.99,12
1969,Pooja,Desai,HR,Executive,6/7/2016,645165,27,18,2.9,4
1970,Amit,Sharma,HR,Associate,7/6/2016,1762597,55,18,4.61,10
1971,Nikhil,Rao,Engineering,Associate,4/29/2019,570001,57,20,1.14,2
1972,Priya,Patel,Sales,Associate,12/14/2020,2015556,58,26,2.28,8
1973,Sneha,Verma,HR,Software Engineer,10/22/2015,1881041,38,25,3.39,10
1974,Ananya,Sharma,Finance,Data Analyst,5/22/2024,723327,33,18,3.42,7
1975,Priya,Kumar,HR,Senior Manager,7/19/2022,1699298,42,23,2.92,11
1976,Divya,Patel,Finance,Associate,11/11/2020,1962805,40,25,4.26,2
1977,Divya,Sharma,Engineering,Data Analyst,4/12/2023,1082409,24,12,1.25,6
